name,value,timeunit,lastValue,rank,dist,diff
gr33ndrag0n,1,13.0,1,26,0.92,1
hagie,1,13.0,1,27,0.92,1
jamiec79,1,13.0,1,28,0.92,1
jarunik,1,13.0,1,29,0.92,1
jiraffes,1,13.0,1,30,0.92,1
kiashaan,1,13.0,1,31,0.92,1
kolap,1,13.0,1,32,0.92,1
mr.arklife,1,13.0,1,33,0.92,1
natalie,1,13.0,1,34,0.92,1
pitbull,1,13.0,1,35,0.92,1
quarkpool,1,13.0,1,36,0.92,1
rasputin,1,13.0,1,37,0.92,1
ravelou,1,13.0,1,38,0.92,1
realnoah,1,13.0,1,39,0.92,1
samuray,1,13.0,1,40,0.92,1
seatrips,1,13.0,1,41,0.92,1
sidzero,1,13.0,1,42,0.92,1
smartthings,1,13.0,1,43,0.92,1
someonesomeone,1,13.0,1,44,0.92,1
therock,1,13.0,1,45,0.92,1
tibonos,1,13.0,1,46,0.92,1
tintumon,1,13.0,1,47,0.92,1
toad,1,13.0,1,48,0.92,1
